0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.1/Parent-Core-0.0.1.jar returned status 404
0.0.42			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.42/Parent-Core-0.0.42.jar returned status 404
0.0.43			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.43/Parent-Core-0.0.43.jar returned status 404
0.0.44			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.44/Parent-Core-0.0.44.jar returned status 404
0.0.45			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.45/Parent-Core-0.0.45.jar returned status 404
0.0.46			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.46/Parent-Core-0.0.46.jar returned status 404
0.0.47			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.47/Parent-Core-0.0.47.jar returned status 404
0.0.48			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.48/Parent-Core-0.0.48.jar returned status 404
0.0.49			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.49/Parent-Core-0.0.49.jar returned status 404
0.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.5/Parent-Core-0.0.5.jar returned status 404
0.0.50			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.50/Parent-Core-0.0.50.jar returned status 404
0.0.51			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.51/Parent-Core-0.0.51.jar returned status 404
0.0.52			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.52/Parent-Core-0.0.52.jar returned status 404
0.0.53			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.53/Parent-Core-0.0.53.jar returned status 404
0.0.54			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.54/Parent-Core-0.0.54.jar returned status 404
0.0.55			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.55/Parent-Core-0.0.55.jar returned status 404
0.0.56			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.56/Parent-Core-0.0.56.jar returned status 404
0.0.57			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.57/Parent-Core-0.0.57.jar returned status 404
0.0.58			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.58/Parent-Core-0.0.58.jar returned status 404
0.0.59			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.59/Parent-Core-0.0.59.jar returned status 404
0.0.60			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.60/Parent-Core-0.0.60.jar returned status 404
0.0.61			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.61/Parent-Core-0.0.61.jar returned status 404
0.0.62			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.62/Parent-Core-0.0.62.jar returned status 404
0.0.63			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.63/Parent-Core-0.0.63.jar returned status 404
0.0.64			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.64/Parent-Core-0.0.64.jar returned status 404
0.0.65			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.65/Parent-Core-0.0.65.jar returned status 404
0.0.66			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.66/Parent-Core-0.0.66.jar returned status 404
0.0.67			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.67/Parent-Core-0.0.67.jar returned status 404
0.0.68			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.68/Parent-Core-0.0.68.jar returned status 404
0.0.69			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.69/Parent-Core-0.0.69.jar returned status 404
0.0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.7/Parent-Core-0.0.7.jar returned status 404
0.0.70			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.70/Parent-Core-0.0.70.jar returned status 404
0.0.71			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.71/Parent-Core-0.0.71.jar returned status 404
0.0.72			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.72/Parent-Core-0.0.72.jar returned status 404
0.0.73			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.73/Parent-Core-0.0.73.jar returned status 404
0.0.74			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.74/Parent-Core-0.0.74.jar returned status 404
0.0.75			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.75/Parent-Core-0.0.75.jar returned status 404
0.0.76			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.76/Parent-Core-0.0.76.jar returned status 404
0.0.77			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.77/Parent-Core-0.0.77.jar returned status 404
0.0.78			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.78/Parent-Core-0.0.78.jar returned status 404
0.0.79			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.79/Parent-Core-0.0.79.jar returned status 404
0.0.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.8/Parent-Core-0.0.8.jar returned status 404
0.0.80			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.80/Parent-Core-0.0.80.jar returned status 404
0.0.81			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.81/Parent-Core-0.0.81.jar returned status 404
0.0.82			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.82/Parent-Core-0.0.82.jar returned status 404
0.0.83			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.83/Parent-Core-0.0.83.jar returned status 404
0.0.84			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.84/Parent-Core-0.0.84.jar returned status 404
0.0.85			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.85/Parent-Core-0.0.85.jar returned status 404
0.0.86			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.86/Parent-Core-0.0.86.jar returned status 404
0.0.87			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.87/Parent-Core-0.0.87.jar returned status 404
0.0.88			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.88/Parent-Core-0.0.88.jar returned status 404
0.0.89			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.89/Parent-Core-0.0.89.jar returned status 404
0.0.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.9/Parent-Core-0.0.9.jar returned status 404
0.0.90			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.90/Parent-Core-0.0.90.jar returned status 404
0.0.91			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.91/Parent-Core-0.0.91.jar returned status 404
0.0.92			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.92/Parent-Core-0.0.92.jar returned status 404
0.0.93			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.93/Parent-Core-0.0.93.jar returned status 404
0.0.94			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.94/Parent-Core-0.0.94.jar returned status 404
0.0.95			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.95/Parent-Core-0.0.95.jar returned status 404
0.0.96			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.96/Parent-Core-0.0.96.jar returned status 404
0.0.97			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.97/Parent-Core-0.0.97.jar returned status 404
0.0.98			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.98/Parent-Core-0.0.98.jar returned status 404
0.0.99			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.99/Parent-Core-0.0.99.jar returned status 404
0.1.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.1.13/Parent-Core-0.1.13.jar returned status 404
v0.0.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/v0.0.21/Parent-Core-v0.0.21.jar returned status 404
