0.1.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.1.1/tmgg-system-parent-0.1.1.jar returned status 404
0.3.54			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.54/tmgg-system-parent-0.3.54.jar returned status 404
0.3.55			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.55/tmgg-system-parent-0.3.55.jar returned status 404
0.3.56			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.56/tmgg-system-parent-0.3.56.jar returned status 404
0.3.57			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.57/tmgg-system-parent-0.3.57.jar returned status 404
0.3.58			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.58/tmgg-system-parent-0.3.58.jar returned status 404
0.3.59			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.59/tmgg-system-parent-0.3.59.jar returned status 404
0.3.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.6/tmgg-system-parent-0.3.6.jar returned status 404
0.3.60			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.60/tmgg-system-parent-0.3.60.jar returned status 404
0.3.61			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.61/tmgg-system-parent-0.3.61.jar returned status 404
0.3.62			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.62/tmgg-system-parent-0.3.62.jar returned status 404
0.3.63			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.63/tmgg-system-parent-0.3.63.jar returned status 404
0.3.64			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.64/tmgg-system-parent-0.3.64.jar returned status 404
0.3.65			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.65/tmgg-system-parent-0.3.65.jar returned status 404
0.3.66			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.66/tmgg-system-parent-0.3.66.jar returned status 404
0.3.67			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.67/tmgg-system-parent-0.3.67.jar returned status 404
0.3.68			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.68/tmgg-system-parent-0.3.68.jar returned status 404
0.3.69			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.69/tmgg-system-parent-0.3.69.jar returned status 404
0.3.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.7/tmgg-system-parent-0.3.7.jar returned status 404
0.3.70			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.70/tmgg-system-parent-0.3.70.jar returned status 404
0.3.71			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.71/tmgg-system-parent-0.3.71.jar returned status 404
0.3.72			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.72/tmgg-system-parent-0.3.72.jar returned status 404
0.3.73			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.73/tmgg-system-parent-0.3.73.jar returned status 404
0.3.74			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.74/tmgg-system-parent-0.3.74.jar returned status 404
0.3.75			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.75/tmgg-system-parent-0.3.75.jar returned status 404
0.3.76			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.76/tmgg-system-parent-0.3.76.jar returned status 404
0.3.78			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.78/tmgg-system-parent-0.3.78.jar returned status 404
0.3.79			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.79/tmgg-system-parent-0.3.79.jar returned status 404
0.3.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.8/tmgg-system-parent-0.3.8.jar returned status 404
0.3.80			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.80/tmgg-system-parent-0.3.80.jar returned status 404
0.3.81			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.81/tmgg-system-parent-0.3.81.jar returned status 404
0.3.82			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.82/tmgg-system-parent-0.3.82.jar returned status 404
0.3.83			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.83/tmgg-system-parent-0.3.83.jar returned status 404
0.3.84			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.84/tmgg-system-parent-0.3.84.jar returned status 404
0.3.85			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.85/tmgg-system-parent-0.3.85.jar returned status 404
0.3.86			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.86/tmgg-system-parent-0.3.86.jar returned status 404
0.3.87			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.87/tmgg-system-parent-0.3.87.jar returned status 404
0.3.88			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.88/tmgg-system-parent-0.3.88.jar returned status 404
0.3.89			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.89/tmgg-system-parent-0.3.89.jar returned status 404
0.3.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.9/tmgg-system-parent-0.3.9.jar returned status 404
0.3.90			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.90/tmgg-system-parent-0.3.90.jar returned status 404
0.3.91			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.91/tmgg-system-parent-0.3.91.jar returned status 404
0.3.92			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.92/tmgg-system-parent-0.3.92.jar returned status 404
0.3.93			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.3.93/tmgg-system-parent-0.3.93.jar returned status 404
0.4.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.4.5/tmgg-system-parent-0.4.5.jar returned status 404
0.4.94			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/0.4.94/tmgg-system-parent-0.4.94.jar returned status 404
1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.0.0/tmgg-system-parent-1.0.0.jar returned status 404
1.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.0.1/tmgg-system-parent-1.0.1.jar returned status 404
1.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.0.2/tmgg-system-parent-1.0.2.jar returned status 404
1.0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.0.3/tmgg-system-parent-1.0.3.jar returned status 404
1.0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.0.4/tmgg-system-parent-1.0.4.jar returned status 404
1.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.0/tmgg-system-parent-1.1.0.jar returned status 404
1.1.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.1/tmgg-system-parent-1.1.1.jar returned status 404
1.1.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.10/tmgg-system-parent-1.1.10.jar returned status 404
1.1.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.11/tmgg-system-parent-1.1.11.jar returned status 404
1.1.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.12/tmgg-system-parent-1.1.12.jar returned status 404
1.1.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.13/tmgg-system-parent-1.1.13.jar returned status 404
1.1.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.14/tmgg-system-parent-1.1.14.jar returned status 404
1.1.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.15/tmgg-system-parent-1.1.15.jar returned status 404
1.1.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.16/tmgg-system-parent-1.1.16.jar returned status 404
1.1.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.17/tmgg-system-parent-1.1.17.jar returned status 404
1.1.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.18/tmgg-system-parent-1.1.18.jar returned status 404
1.1.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.19/tmgg-system-parent-1.1.19.jar returned status 404
1.1.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.2/tmgg-system-parent-1.1.2.jar returned status 404
1.1.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.20/tmgg-system-parent-1.1.20.jar returned status 404
1.1.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.21/tmgg-system-parent-1.1.21.jar returned status 404
1.1.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.22/tmgg-system-parent-1.1.22.jar returned status 404
1.1.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.23/tmgg-system-parent-1.1.23.jar returned status 404
1.1.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.24/tmgg-system-parent-1.1.24.jar returned status 404
1.1.25			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.25/tmgg-system-parent-1.1.25.jar returned status 404
1.1.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.26/tmgg-system-parent-1.1.26.jar returned status 404
1.1.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.27/tmgg-system-parent-1.1.27.jar returned status 404
1.1.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.3/tmgg-system-parent-1.1.3.jar returned status 404
1.1.35			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.35/tmgg-system-parent-1.1.35.jar returned status 404
1.1.36			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.36/tmgg-system-parent-1.1.36.jar returned status 404
1.1.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.37/tmgg-system-parent-1.1.37.jar returned status 404
1.1.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.38/tmgg-system-parent-1.1.38.jar returned status 404
1.1.39			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.39/tmgg-system-parent-1.1.39.jar returned status 404
1.1.40			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.40/tmgg-system-parent-1.1.40.jar returned status 404
1.1.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.41/tmgg-system-parent-1.1.41.jar returned status 404
1.1.42			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.42/tmgg-system-parent-1.1.42.jar returned status 404
1.1.43			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.43/tmgg-system-parent-1.1.43.jar returned status 404
1.1.44			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.44/tmgg-system-parent-1.1.44.jar returned status 404
1.1.45			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.45/tmgg-system-parent-1.1.45.jar returned status 404
1.1.46			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.46/tmgg-system-parent-1.1.46.jar returned status 404
1.1.47			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.47/tmgg-system-parent-1.1.47.jar returned status 404
1.1.48			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.48/tmgg-system-parent-1.1.48.jar returned status 404
1.1.49			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.49/tmgg-system-parent-1.1.49.jar returned status 404
1.1.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.5/tmgg-system-parent-1.1.5.jar returned status 404
1.1.50			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.50/tmgg-system-parent-1.1.50.jar returned status 404
1.1.51			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.51/tmgg-system-parent-1.1.51.jar returned status 404
1.1.52			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.52/tmgg-system-parent-1.1.52.jar returned status 404
1.1.53			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.53/tmgg-system-parent-1.1.53.jar returned status 404
1.1.54			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.54/tmgg-system-parent-1.1.54.jar returned status 404
1.1.55			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.55/tmgg-system-parent-1.1.55.jar returned status 404
1.1.56			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.56/tmgg-system-parent-1.1.56.jar returned status 404
1.1.57			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.57/tmgg-system-parent-1.1.57.jar returned status 404
1.1.58			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.58/tmgg-system-parent-1.1.58.jar returned status 404
1.1.59			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.59/tmgg-system-parent-1.1.59.jar returned status 404
1.1.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.6/tmgg-system-parent-1.1.6.jar returned status 404
1.1.60			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.60/tmgg-system-parent-1.1.60.jar returned status 404
1.1.61			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.61/tmgg-system-parent-1.1.61.jar returned status 404
1.1.62			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.62/tmgg-system-parent-1.1.62.jar returned status 404
1.1.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.7/tmgg-system-parent-1.1.7.jar returned status 404
1.1.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.8/tmgg-system-parent-1.1.8.jar returned status 404
1.1.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/1.1.9/tmgg-system-parent-1.1.9.jar returned status 404
2.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/2.0.0/tmgg-system-parent-2.0.0.jar returned status 404
2.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/2.0.1/tmgg-system-parent-2.0.1.jar returned status 404
2.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/2.0.2/tmgg-system-parent-2.0.2.jar returned status 404
2.0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/2.0.3/tmgg-system-parent-2.0.3.jar returned status 404
2.0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/2.0.4/tmgg-system-parent-2.0.4.jar returned status 404
2.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/2.0.5/tmgg-system-parent-2.0.5.jar returned status 404
2.2.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/tmgg/tmgg-system-parent/2.2.0/tmgg-system-parent-2.2.0.jar returned status 404
